id,Points,Time,Latitude,Longitude,Direction
11039,point 11039,09:35:34,22.65592,75.90648,Forward
11040,point 11040,09:36:34,22.65611,75.9067,Forward
11041,point 11041,09:37:34,22.65894,75.91037,Forward
11042,point 11042,09:38:34,22.65909,75.91064,Forward
11043,point 11043,09:39:34,22.65992,75.91162,Forward
11044,point 11044,09:40:34,22.66022,75.91193,Forward
11045,point 11045,09:41:34,22.66301,75.91436,Forward
11046,point 11046,09:42:34,22.66304,75.91438,Forward
11047,point 11047,09:43:34,22.66368,75.91494,Forward
11048,point 11048,09:44:34,22.66397,75.91516,Forward
11049,point 11049,09:45:34,22.66415,75.91527,Forward
11050,point 11050,09:46:34,22.66459,75.9155,Forward
11051,point 11051,09:47:34,22.66911,75.91714,Forward
11052,point 11052,09:48:34,22.67102,75.91779,Forward
11053,point 11053,09:49:34,22.67123,75.91788,Forward
11054,point 11054,09:50:34,22.67213,75.91821,Forward
11055,point 11055,09:51:34,22.67424,75.91893,Forward
11056,point 11056,09:52:34,22.67485,75.91917,Forward
11057,point 11057,09:53:34,22.67511,75.91924,Forward
11058,point 11058,09:54:34,22.67776,75.92017,Forward
11059,point 11059,09:55:34,22.67831,75.92038,Forward
11060,point 11060,09:56:34,22.67998,75.92095,Forward
11061,point 11061,09:57:34,22.68012,75.92099,Forward
11062,point 11062,09:58:34,22.68043,75.92106,Forward
11063,point 11063,09:59:34,22.68382,75.92154,Forward
11064,point 11064,10:00:34,22.68395,75.92157,Forward
11065,point 11065,10:01:34,22.6846,75.92168,Forward
11066,point 11066,10:02:34,22.68549,75.9219,Forward
11067,point 11067,10:03:34,22.68802,75.92263,Forward
11068,point 11068,10:04:34,22.69199,75.92388,Forward
11069,point 11069,10:05:34,22.69206,75.92391,Forward
11070,point 11070,10:06:34,22.69417,75.92455,Forward
11071,point 11071,10:07:34,22.69549,75.92499,Forward
11072,point 11072,10:08:34,22.70013,75.92638,Forward
11073,point 11073,10:09:34,22.70121,75.92675,Forward
11074,point 11074,10:10:34,22.70188,75.92701,Forward
11075,point 11075,10:11:34,22.70404,75.92778,Forward
11076,point 11076,10:12:34,22.70559,75.92827,Forward
11077,point 11077,10:13:34,22.70566,75.9283,Forward
11078,point 11078,10:14:34,22.70832,75.92914,Forward
11079,point 11079,10:15:34,22.70855,75.9292,Forward
11080,point 11080,10:16:34,22.70882,75.92929,Forward
11081,point 11081,10:17:34,22.7093,75.92942,Forward
11082,point 11082,10:18:34,22.70979,75.92949,Forward
11083,point 11083,10:19:34,22.71228,75.92973,Forward
11084,point 11084,10:20:34,22.71281,75.92983,Forward
11085,point 11085,10:21:34,22.7233,75.93228,Forward
11086,point 11086,10:22:34,22.72439,75.9325,Forward
11087,point 11087,10:23:34,22.72837,75.93292,Forward
11088,point 11088,10:24:34,22.73167,75.93351,Forward
11089,point 11089,10:25:34,22.73282,75.93362,Forward
11090,point 11090,10:26:34,22.73795,75.93389,Forward
11091,point 11091,10:27:34,22.73816,75.93371,Forward
11092,point 11092,10:28:34,22.74733,75.93416,Forward
11093,point 11093,10:29:34,22.74743,75.93421,Forward
11094,point 11094,10:30:34,22.74947,75.93433,Forward
11095,point 11095,10:31:34,22.74959,75.93433,Forward
11096,point 11096,10:32:34,22.75081,75.93443,Forward
11097,point 11097,10:33:34,22.75088,75.93443,Forward
11098,point 11098,10:34:34,22.7512,75.93446,Forward
11099,point 11099,10:35:34,22.75128,75.93446,Forward
11100,point 11100,10:36:34,22.75401,75.93465,Forward
11101,point 11101,10:37:34,22.75445,75.93481,Forward
11102,point 11102,10:38:34,22.75901,75.93512,Forward
11103,point 11103,10:39:34,22.75909,75.93512,Forward
11104,point 11104,10:40:34,22.76266,75.93537,Forward
11105,point 11105,10:41:34,22.76275,75.93537,Forward
11106,point 11106,10:42:34,22.76991,75.93585,Forward
11107,point 11107,10:43:34,22.77002,75.93585,Forward
11108,point 11108,10:44:34,22.77289,75.93604,Forward
11109,point 11109,10:45:34,22.7742,75.93607,Forward
11110,point 11110,10:46:34,22.78112,75.93586,Forward
11111,point 11111,10:47:34,22.7826,75.93584,Forward
11112,point 11112,10:48:34,22.78335,75.9358,Forward
11113,point 11113,10:49:34,22.78386,75.93579,Forward
11114,point 11114,10:50:34,22.78523,75.93586,Forward
11115,point 11115,10:51:34,22.78557,75.93589,Forward
11116,point 11116,10:52:34,22.78762,75.93615,Forward
11117,point 11117,10:53:34,22.78822,75.9362,Forward
11118,point 11118,10:54:34,22.7997,75.93688,Forward
11119,point 11119,10:55:34,22.79988,75.9369,Forward
11120,point 11120,10:56:34,22.80191,75.93701,Forward
11121,point 11121,10:57:34,22.8044,75.93709,Forward
11122,point 11122,10:58:34,22.80451,75.9371,Forward
11123,point 11123,10:59:34,22.80966,75.93729,Forward
11124,point 11124,11:00:34,22.81474,75.93763,Forward
11125,point 11125,11:01:34,22.81483,75.93763,Forward
11126,point 11126,11:02:34,22.81754,75.93781,Forward
11127,point 11127,11:03:34,22.81794,75.93785,Forward
11128,point 11128,11:04:34,22.81895,75.9379,Forward
11129,point 11129,11:05:34,22.81976,75.93799,Forward
11130,point 11130,11:06:34,22.82404,75.93823,Forward
11131,point 11131,11:07:34,22.82427,75.93826,Forward
11132,point 11132,11:08:34,22.82452,75.93828,Forward
11133,point 11133,11:09:34,22.82472,75.93831,Forward
11134,point 11134,11:10:34,22.82475,75.93832,Forward
11135,point 11135,11:11:34,22.82546,75.93841,Forward
11136,point 11136,11:12:34,22.82554,75.93843,Forward
11137,point 11137,11:13:34,22.82581,75.93846,Forward
11138,point 11138,11:14:34,22.82643,75.93858,Forward
11139,point 11139,11:15:34,22.82787,75.93879,Forward
11140,point 11140,11:16:34,22.82798,75.9388,Forward
11141,point 11141,11:17:34,22.82807,75.9388,Forward
11142,point 11142,11:18:34,22.8284,75.93883,Forward
11143,point 11143,11:19:34,22.8294,75.93882,Forward
11144,point 11144,11:20:34,22.82993,75.93876,Forward
11145,point 11145,11:21:34,22.83043,75.93868,Forward
11146,point 11146,11:22:34,22.83082,75.9386,Forward
11147,point 11147,11:23:34,22.83142,75.93845,Forward
11148,point 11148,11:24:34,22.83184,75.93837,Forward
11149,point 11149,11:25:34,22.83241,75.93833,Forward
11150,point 11150,11:26:34,22.83246,75.93834,Forward
11151,point 11151,11:27:34,22.8326,75.93834,Forward
11152,point 11152,11:28:34,22.83308,75.93843,Forward
11153,point 11153,11:29:34,22.83343,75.93854,Forward
11154,point 11154,11:30:34,22.83375,75.93869,Forward
11155,point 11155,11:31:34,22.83389,75.93877,Forward
11156,point 11156,11:32:34,22.83791,75.94157,Forward
11157,point 11157,11:33:34,22.83818,75.94172,Forward
11158,point 11158,11:34:34,22.83969,75.94282,Forward
11159,point 11159,11:35:34,22.83993,75.94301,Forward
11160,point 11160,11:36:34,22.84071,75.94358,Forward
11161,point 11161,11:37:34,22.84714,75.94808,Forward
11162,point 11162,11:38:34,22.84822,75.94887,Forward
11163,point 11163,11:39:34,22.84941,75.94969,Forward
11164,point 11164,11:40:34,22.84967,75.94989,Forward
11165,point 11165,11:41:34,22.85323,75.95237,Forward
11166,point 11166,11:42:34,22.85346,75.95255,Forward
11167,point 11167,11:43:34,22.85358,75.95262,Forward
11168,point 11168,11:44:34,22.85392,75.95285,Forward
11169,point 11169,11:45:34,22.85426,75.95311,Forward
11170,point 11170,11:46:34,22.85442,75.95321,Forward
11171,point 11171,11:47:34,22.85723,75.95521,Forward
11172,point 11172,11:48:34,22.85733,75.95527,Forward
11173,point 11173,11:49:34,22.86821,75.96287,Forward
11174,point 11174,11:50:34,22.86838,75.96301,Forward
11175,point 11175,11:51:34,22.86989,75.96406,Forward
11176,point 11176,11:52:34,22.87039,75.96438,Forward
11177,point 11177,11:53:34,22.87195,75.96532,Forward
11178,point 11178,11:54:34,22.8724,75.96555,Forward
11179,point 11179,11:55:34,22.87334,75.96607,Forward
11180,point 11180,11:56:34,22.8738,75.96635,Forward
11181,point 11181,11:57:34,22.87451,75.96673,Forward
11182,point 11182,11:58:34,22.87458,75.96675,Forward
11183,point 11183,11:59:34,22.87464,75.96674,Forward
11184,point 11184,12:00:34,22.87488,75.96685,Forward
11185,point 11185,12:01:34,22.87681,75.968,Forward
11186,point 11186,12:02:34,22.87695,75.9681,Forward
11187,point 11187,12:03:34,22.87707,75.96816,Forward
11188,point 11188,12:04:34,22.87725,75.96827,Forward
11189,point 11189,12:05:34,22.87762,75.96846,Forward
11190,point 11190,12:06:34,22.87777,75.96855,Forward
11191,point 11191,12:07:34,22.87825,75.96879,Forward
11192,point 11192,12:08:34,22.87839,75.96884,Forward
11193,point 11193,12:09:34,22.87939,75.96905,Forward
11194,point 11194,12:10:34,22.88013,75.96932,Forward
11195,point 11195,12:11:34,22.88021,75.96936,Forward
11196,point 11196,12:12:34,22.88031,75.9694,Forward
11197,point 11197,12:13:34,22.88038,75.96945,Forward
11198,point 11198,12:14:34,22.88123,75.96998,Forward
11199,point 11199,12:15:34,22.88156,75.97017,Forward
11200,point 11200,12:16:34,22.88246,75.97075,Forward
11201,point 11201,12:17:34,22.88267,75.9709,Forward
11202,point 11202,12:18:34,22.88283,75.97105,Forward
11203,point 11203,12:19:34,22.88294,75.9712,Forward
11204,point 11204,12:20:34,22.88336,75.97152,Forward
11205,point 11205,12:21:34,22.88757,75.97417,Forward
11206,point 11206,12:22:34,22.88766,75.97422,Forward
11207,point 11207,12:23:34,22.88899,75.97507,Forward
11208,point 11208,12:24:34,22.88949,75.9753,Forward
11209,point 11209,12:25:34,22.88968,75.97537,Forward
11210,point 11210,12:26:34,22.88972,75.97539,Forward
11211,point 11211,12:27:34,22.89013,75.97552,Forward
11212,point 11212,12:28:34,22.89088,75.97569,Forward
11213,point 11213,12:29:34,22.89127,75.97573,Forward
11214,point 11214,12:30:34,22.89163,75.97575,Forward
11215,point 11215,12:31:34,22.89184,75.97575,Forward
11216,point 11216,12:32:34,22.89193,75.97576,Forward
11217,point 11217,12:33:34,22.89294,75.97568,Forward
11218,point 11218,12:34:34,22.89394,75.97556,Forward
11219,point 11219,12:35:34,22.89822,75.97517,Forward
11220,point 11220,12:36:34,22.89831,75.97518,Forward
11221,point 11221,12:37:34,22.89841,75.97517,Forward
11222,point 11222,12:38:34,22.89876,75.97518,Forward
11223,point 11223,12:39:34,22.89918,75.97524,Forward
11224,point 11224,12:40:34,22.89933,75.97527,Forward
11225,point 11225,12:41:34,22.89996,75.97545,Forward
11226,point 11226,12:42:34,22.90044,75.97564,Forward
11227,point 11227,12:43:34,22.90082,75.97585,Forward
11228,point 11228,12:44:34,22.90159,75.97638,Forward
11229,point 11229,12:45:34,22.90202,75.97688,Forward
11230,point 11230,12:46:34,22.90247,75.97747,Forward
11231,point 11231,12:47:34,22.90282,75.97806,Forward
11232,point 11232,12:48:34,22.90309,75.97866,Forward
11233,point 11233,12:49:34,22.90321,75.97901,Forward
11234,point 11234,12:50:34,22.90332,75.97938,Forward
11235,point 11235,12:51:34,22.90345,75.98011,Forward
11236,point 11236,12:52:34,22.90366,75.98188,Forward
11237,point 11237,12:53:34,22.90424,75.98608,Forward
11238,point 11238,12:54:34,22.90429,75.98631,Forward
11239,point 11239,12:55:34,22.90434,75.98649,Forward
11240,point 11240,12:56:34,22.90456,75.98714,Forward
11241,point 11241,12:57:34,22.90476,75.98755,Forward
11242,point 11242,12:58:34,22.90493,75.98784,Forward
11243,point 11243,12:59:34,22.90509,75.98807,Forward
11244,point 11244,13:00:34,22.90526,75.98829,Forward
11245,point 11245,13:01:34,22.90545,75.98851,Forward
11246,point 11246,13:02:34,22.90566,75.98873,Forward
11247,point 11247,13:03:34,22.9061,75.98914,Forward
11248,point 11248,13:04:34,22.90677,75.98972,Forward
11249,point 11249,13:05:34,22.90836,75.99119,Forward
11250,point 11250,13:06:34,22.90847,75.99128,Forward
11251,point 11251,13:07:34,22.90854,75.99119,Forward
11252,point 11252,13:08:34,22.90896,75.99156,Forward
11253,point 11253,13:09:34,22.90904,75.99161,Forward
11254,point 11254,13:10:34,22.90915,75.99166,Forward
11255,point 11255,13:11:34,22.90929,75.9917,Forward
11256,point 11256,13:12:34,22.90943,75.9917,Forward
11257,point 11257,13:13:34,22.90962,75.99168,Forward
11258,point 11258,13:14:34,22.9097,75.99165,Forward
11259,point 11259,13:15:34,22.9099,75.99154,Forward
11260,point 11260,13:16:34,22.91021,75.99126,Forward
11261,point 11261,13:17:34,22.91129,75.99011,Forward
11262,point 11262,13:18:34,22.91172,75.98961,Forward
11263,point 11263,13:19:34,22.91215,75.98916,Forward
11264,point 11264,13:20:34,22.91258,75.98867,Forward
11265,point 11265,13:21:34,22.91341,75.98782,Forward
11266,point 11266,13:22:34,22.91412,75.98721,Forward
11267,point 11267,13:23:34,22.91532,75.98625,Forward
11268,point 11268,13:24:34,22.91867,75.98344,Forward
11269,point 11269,13:25:34,22.91869,75.98343,Forward
11270,point 11270,13:26:34,22.91954,75.98274,Forward
11271,point 11271,13:27:34,22.92053,75.98198,Forward
11272,point 11272,13:28:34,22.92236,75.98043,Forward
11273,point 11273,13:29:34,22.92292,75.98004,Forward
11274,point 11274,13:30:34,22.92364,75.97945,Forward
11275,point 11275,13:31:34,22.92379,75.97934,Forward
11276,point 11276,13:32:34,22.92411,75.97906,Forward
11277,point 11277,13:33:34,22.92436,75.97887,Forward
11278,point 11278,13:34:34,22.92665,75.97696,Forward
11279,point 11279,13:35:34,22.92728,75.97647,Forward
11280,point 11280,13:36:34,22.92798,75.97588,Forward
11281,point 11281,13:37:34,22.92825,75.9757,Forward
11282,point 11282,13:38:34,22.93101,75.97346,Forward
11283,point 11283,13:39:34,22.93104,75.97343,Forward
11284,point 11284,13:40:34,22.93249,75.97247,Forward
11285,point 11285,13:41:34,22.93425,75.9714,Forward
11286,point 11286,13:42:34,22.93488,75.97104,Forward
11287,point 11287,13:43:34,22.93584,75.97058,Forward
11288,point 11288,13:44:34,22.93852,75.96944,Forward
11289,point 11289,13:45:34,22.93895,75.96924,Forward
11290,point 11290,13:46:34,22.939,75.96921,Forward
11291,point 11291,13:47:34,22.93901,75.96921,Forward
11292,point 11292,13:48:34,22.93952,75.96899,Forward
11293,point 11293,13:49:34,22.93961,75.96896,Forward
11294,point 11294,13:50:34,22.93961,75.96895,Forward
11295,point 11295,13:51:34,22.93967,75.96893,Forward
11296,point 11296,13:52:34,22.941,75.96835,Forward
11297,point 11297,13:53:34,22.94119,75.96828,Forward
11298,point 11298,13:54:34,22.94311,75.96746,Forward
11299,point 11299,13:55:34,22.94347,75.96734,Forward
11300,point 11300,13:56:34,22.94407,75.9671,Forward
11301,point 11301,13:57:34,22.94442,75.96698,Forward
11302,point 11302,13:58:34,22.94449,75.96695,Forward
11303,point 11303,13:59:34,22.9447,75.96688,Forward
11304,point 11304,14:00:34,22.94534,75.96663,Forward
11305,point 11305,14:01:34,22.94544,75.96658,Forward
11306,point 11306,14:02:34,22.94548,75.96657,Forward
11307,point 11307,14:03:34,22.94729,75.96581,Forward
11308,point 11308,14:04:34,22.94735,75.96579,Forward
11309,point 11309,14:05:34,22.94887,75.96512,Forward
11310,point 11310,14:06:34,22.94929,75.96495,Forward
11311,point 11311,14:07:34,22.94936,75.96493,Forward
11312,point 11312,14:08:34,22.94946,75.96488,Forward
11313,point 11313,14:09:34,22.94956,75.96485,Forward
11314,point 11314,14:10:34,22.95064,75.9644,Forward
11315,point 11315,14:11:34,22.95183,75.96399,Forward
11316,point 11316,14:12:34,22.95336,75.96354,Forward
11317,point 11317,14:13:34,22.95483,75.9632,Forward
11318,point 11318,14:14:34,22.9562,75.96296,Forward
11319,point 11319,14:15:34,22.95623,75.96296,Forward
11320,point 11320,14:16:34,22.95694,75.96286,Forward
11321,point 11321,14:17:34,22.95815,75.96274,Forward
11322,point 11322,14:18:34,22.96007,75.96262,Forward
11323,point 11323,14:19:34,22.96031,75.96263,Forward
11324,point 11324,14:20:34,22.96037,75.96262,Forward
11325,point 11325,14:21:34,22.96042,75.96262,Forward
11326,point 11326,14:22:34,22.96051,75.96261,Forward
11327,point 11327,14:23:34,22.96119,75.96258,Forward
11328,point 11328,14:24:34,22.96207,75.9625,Forward
11329,point 11329,14:25:34,22.96334,75.96235,Forward
11330,point 11330,14:26:34,22.96489,75.96225,Forward
11331,point 11331,14:27:34,22.96697,75.96205,Forward
11332,point 11332,14:28:34,22.96881,75.96184,Forward
11333,point 11333,14:29:34,22.96886,75.96184,Forward
11334,point 11334,14:30:34,22.96986,75.96176,Forward
11335,point 11335,14:31:34,22.97067,75.96165,Forward
11336,point 11336,14:32:34,22.97172,75.96158,Forward
11337,point 11337,14:33:34,22.97347,75.96158,Forward
11338,point 11338,14:34:34,22.97452,75.96164,Forward
11339,point 11339,14:35:34,22.97497,75.96164,Forward
11340,point 11340,14:36:34,22.97507,75.96165,Forward
11341,point 11341,14:37:34,22.97677,75.96168,Forward
11342,point 11342,14:38:34,22.97702,75.96167,Forward
11343,point 11343,14:39:34,22.97713,75.96168,Forward
11344,point 11344,14:40:34,22.98107,75.96177,Forward
11345,point 11345,14:41:34,22.98181,75.96183,Forward
11346,point 11346,14:42:34,22.98186,75.96183,Forward
11347,point 11347,14:43:34,22.98233,75.96187,Forward
11348,point 11348,14:44:34,22.98333,75.962,Forward
11349,point 11349,14:45:34,22.98356,75.96206,Forward
11350,point 11350,14:46:34,22.98382,75.9621,Forward
11351,point 11351,14:47:34,22.98431,75.96213,Forward
11352,point 11352,14:48:34,22.98559,75.96243,Forward
11353,point 11353,14:49:34,22.98624,75.96262,Forward
11354,point 11354,14:50:34,22.987,75.96288,Forward
11355,point 11355,14:51:34,22.9871,75.9629,Forward
11356,point 11356,14:52:34,22.98758,75.96304,Forward
11357,point 11357,14:53:34,22.98833,75.96318,Forward
11358,point 11358,14:54:34,22.98834,75.96318,Forward
11359,point 11359,14:55:34,22.99116,75.96368,Forward
11360,point 11360,14:56:34,22.99118,75.96368,Forward
11361,point 11361,14:57:34,22.99296,75.96399,Forward
11362,point 11362,14:58:34,22.99357,75.96412,Forward
11363,point 11363,14:59:34,22.99374,75.96417,Forward
11364,point 11364,15:00:34,22.99409,75.96424,Forward
11365,point 11365,15:01:34,22.99651,75.9649,Forward
11366,point 11366,15:02:34,22.99921,75.96547,Forward
11367,point 11367,15:03:34,22.99923,75.96548,Forward
11368,point 11368,15:04:34,22.99939,75.96551,Forward
11369,point 11369,15:05:34,23.0014,75.96606,Forward
11370,point 11370,15:06:34,23.00253,75.96634,Forward
11371,point 11371,15:07:34,23.00301,75.96643,Forward
11372,point 11372,15:08:34,23.00342,75.96653,Forward
11373,point 11373,15:09:34,23.00371,75.96658,Forward
11374,point 11374,15:10:34,23.00575,75.96701,Forward
11375,point 11375,15:11:34,23.00605,75.96709,Forward
11376,point 11376,15:12:34,23.00629,75.96714,Forward
11377,point 11377,15:13:34,23.00658,75.96723,Forward
11378,point 11378,15:14:34,23.00678,75.96727,Forward
11379,point 11379,15:15:34,23.009,75.9679,Forward
11380,point 11380,15:16:34,23.01236,75.96864,Forward
11381,point 11381,15:17:34,23.01258,75.9687,Forward
11382,point 11382,15:18:34,23.01269,75.96872,Forward
11383,point 11383,15:19:34,23.01722,75.96996,Forward
11384,point 11384,15:20:34,23.0179,75.97012,Forward
11385,point 11385,15:21:34,23.01803,75.97014,Forward
11386,point 11386,15:22:34,23.01807,75.97016,Forward
11387,point 11387,15:23:34,23.01819,75.9702,Forward
11388,point 11388,15:24:34,23.02066,75.97088,Forward
11389,point 11389,15:25:34,23.02271,75.97137,Forward
11390,point 11390,15:26:34,23.0229,75.97139,Forward
11391,point 11391,15:27:34,23.02341,75.9714,Forward
11392,point 11392,15:28:34,23.02374,75.97133,Forward
11393,point 11393,15:29:34,23.0241,75.9712,Forward
11394,point 11394,15:30:34,23.0243,75.97109,Forward
11395,point 11395,15:31:34,23.0245,75.97095,Forward
11396,point 11396,15:32:34,23.0247,75.97077,Forward
11397,point 11397,15:33:34,23.02486,75.97061,Forward
11398,point 11398,15:34:34,23.02499,75.97046,Forward
11399,point 11399,15:35:34,23.02505,75.9704,Forward
11400,point 11400,15:36:34,23.02508,75.97039,Forward
11401,point 11401,15:37:34,23.02513,75.97038,Forward
11402,point 11402,15:38:34,23.02569,75.96948,Forward
11403,point 11403,15:39:34,23.02594,75.96912,Forward
11404,point 11404,15:40:34,23.02643,75.96836,Forward
11405,point 11405,15:41:34,23.02647,75.96831,Forward
11406,point 11406,15:42:34,23.02869,75.96488,Forward
11407,point 11407,15:43:34,23.0295,75.96375,Forward
11408,point 11408,15:44:34,23.03212,75.95988,Forward
11409,point 11409,15:45:34,23.03213,75.95987,Forward
11410,point 11410,15:46:34,23.0353,75.95519,Forward
11411,point 11411,15:47:34,23.03531,75.95516,Forward
11412,point 11412,15:48:34,23.03609,75.95402,Forward
11413,point 11413,15:49:34,23.03643,75.95337,Forward
11414,point 11414,15:50:34,23.03654,75.95308,Forward
11415,point 11415,15:51:34,23.03667,75.95267,Forward
11416,point 11416,15:52:34,23.03678,75.95203,Forward
11417,point 11417,15:53:34,23.03681,75.95173,Forward
11418,point 11418,15:54:34,23.03698,75.94878,Forward
11419,point 11419,15:55:34,23.03704,75.94836,Forward
11420,point 11420,15:56:34,23.03713,75.94789,Forward
11421,point 11421,15:57:34,23.03732,75.94719,Forward
11422,point 11422,15:58:34,23.03755,75.94654,Forward
11423,point 11423,15:59:34,23.03757,75.94643,Forward
11424,point 11424,16:00:34,23.03784,75.94586,Forward
11425,point 11425,16:01:34,23.0381,75.9454,Forward
11426,point 11426,16:02:34,23.0383,75.9451,Forward
11427,point 11427,16:03:34,23.03873,75.94452,Forward
11428,point 11428,16:04:34,23.03914,75.94406,Forward
11429,point 11429,16:05:34,23.03956,75.94367,Forward
11430,point 11430,16:06:34,23.04003,75.94328,Forward
11431,point 11431,16:07:34,23.04024,75.94313,Forward
11432,point 11432,16:08:34,23.04122,75.94253,Forward
11433,point 11433,16:09:34,23.04177,75.94224,Forward
11434,point 11434,16:10:34,23.04368,75.94113,Forward
11435,point 11435,16:11:34,23.04369,75.94112,Forward
11436,point 11436,16:12:34,23.04494,75.94035,Forward
11437,point 11437,16:13:34,23.04633,75.93937,Forward
11438,point 11438,16:14:34,23.04697,75.93887,Forward
11439,point 11439,16:15:34,23.04731,75.93858,Forward
11440,point 11440,16:16:34,23.04821,75.93786,Forward
11441,point 11441,16:17:34,23.04933,75.93684,Forward
11442,point 11442,16:18:34,23.05008,75.93607,Forward
11443,point 11443,16:19:34,23.05075,75.93534,Forward
11444,point 11444,16:20:34,23.05083,75.93524,Forward
11445,point 11445,16:21:34,23.05121,75.93483,Forward
11446,point 11446,16:22:34,23.05301,75.93262,Forward
11447,point 11447,16:23:34,23.05362,75.93195,Forward
11448,point 11448,16:24:34,23.05418,75.93123,Forward
11449,point 11449,16:25:34,23.0568,75.9272,Forward
11450,point 11450,16:26:34,23.05707,75.92681,Forward
11451,point 11451,16:27:34,23.06004,75.92223,Forward
11452,point 11452,16:28:34,23.0601,75.92215,Forward
11453,point 11453,16:29:34,23.06014,75.92207,Forward
11454,point 11454,16:30:34,23.06116,75.92046,Forward
11455,point 11455,16:31:34,23.06117,75.92045,Forward
11456,point 11456,16:32:34,23.06169,75.91965,Forward
11457,point 11457,16:33:34,23.06244,75.91834,Forward
11458,point 11458,16:34:34,23.06271,75.91773,Forward
11459,point 11459,16:35:34,23.0628,75.9175,Forward
11460,point 11460,16:36:34,23.06296,75.91698,Forward
11461,point 11461,16:37:34,23.06307,75.91641,Forward
11462,point 11462,16:38:34,23.06344,75.9139,Forward
11463,point 11463,16:39:34,23.06345,75.91388,Forward
11464,point 11464,16:40:34,23.06359,75.91262,Forward
11465,point 11465,16:41:34,23.06367,75.91206,Forward
11466,point 11466,16:42:34,23.06367,75.91204,Forward
11467,point 11467,16:43:34,23.06381,75.91149,Forward
11468,point 11468,16:44:34,23.06402,75.9108,Forward
11469,point 11469,16:45:34,23.06431,75.91009,Forward
11470,point 11470,16:46:34,23.06485,75.90913,Forward
11471,point 11471,16:47:34,23.06541,75.90838,Forward
11472,point 11472,16:48:34,23.06598,75.90779,Forward
11473,point 11473,16:49:34,23.0663,75.90748,Forward
11474,point 11474,16:50:34,23.0666,75.90725,Forward
11475,point 11475,16:51:34,23.06662,75.90723,Forward
11476,point 11476,16:52:34,23.06722,75.90679,Forward
11477,point 11477,16:53:34,23.06821,75.90631,Forward
11478,point 11478,16:54:34,23.06897,75.90603,Forward
11479,point 11479,16:55:34,23.07151,75.90532,Forward
11480,point 11480,16:56:34,23.07312,75.90483,Forward
11481,point 11481,16:57:34,23.0739,75.90457,Forward
11482,point 11482,16:58:34,23.07491,75.90415,Forward
11483,point 11483,16:59:34,23.07608,75.90355,Forward
11484,point 11484,17:00:34,23.0762,75.90347,Forward
11485,point 11485,17:01:34,23.07672,75.90318,Forward
11486,point 11486,17:02:34,23.07771,75.90252,Forward
11487,point 11487,17:03:34,23.07828,75.90211,Forward
11488,point 11488,17:04:34,23.07909,75.90145,Forward
11489,point 11489,17:05:34,23.07976,75.90083,Forward
11490,point 11490,17:06:34,23.08052,75.90007,Forward
11491,point 11491,17:07:34,23.08099,75.89956,Forward
11492,point 11492,17:08:34,23.08162,75.89876,Forward
11493,point 11493,17:09:34,23.08243,75.89767,Forward
11494,point 11494,17:10:34,23.08464,75.89455,Forward
11495,point 11495,17:11:34,23.08475,75.89442,Forward
11496,point 11496,17:12:34,23.08778,75.89009,Forward
11497,point 11497,17:13:34,23.08804,75.88982,Forward
11498,point 11498,17:14:34,23.09062,75.88633,Forward
11499,point 11499,17:15:34,23.09112,75.88555,Forward
11500,point 11500,17:16:34,23.09312,75.88277,Forward
11501,point 11501,17:17:34,23.09443,75.88102,Forward
11502,point 11502,17:18:34,23.09704,75.87734,Forward
11503,point 11503,17:19:34,23.09767,75.87637,Forward
11504,point 11504,17:20:34,23.09825,75.87539,Forward
11505,point 11505,17:21:34,23.09829,75.87531,Forward
11506,point 11506,17:22:34,23.09853,75.8749,Forward
11507,point 11507,17:23:34,23.09901,75.87398,Forward
11508,point 11508,17:24:34,23.09938,75.87316,Forward
11509,point 11509,17:25:34,23.09951,75.87284,Forward
11510,point 11510,17:26:34,23.09953,75.87277,Forward
11511,point 11511,17:27:34,23.09961,75.87257,Forward
11512,point 11512,17:28:34,23.09967,75.87237,Forward
11513,point 11513,17:29:34,23.09997,75.87156,Forward
11514,point 11514,17:30:34,23.09998,75.87152,Forward
11515,point 11515,17:31:34,23.1,75.87147,Forward
11516,point 11516,17:32:34,23.10025,75.87067,Forward
11517,point 11517,17:33:34,23.10033,75.87036,Forward
11518,point 11518,17:34:34,23.10078,75.86887,Forward
11519,point 11519,17:35:34,23.10078,75.86886,Forward
11520,point 11520,17:36:34,23.10109,75.86772,Forward
11521,point 11521,17:37:34,23.1016,75.86605,Forward
11522,point 11522,17:38:34,23.1029,75.86146,Forward
11523,point 11523,17:39:34,23.1033,75.86014,Forward
11524,point 11524,17:40:34,23.10345,75.85955,Forward
11525,point 11525,17:41:34,23.10381,75.85839,Forward
11526,point 11526,17:42:34,23.10437,75.85645,Forward
11527,point 11527,17:43:34,23.10452,75.85599,Forward
11528,point 11528,17:44:34,23.10627,75.84974,Forward
11529,point 11529,17:45:34,23.10688,75.84699,Forward
11530,point 11530,17:46:34,23.10704,75.84611,Forward
11531,point 11531,17:47:34,23.10735,75.84406,Forward
11532,point 11532,17:48:34,23.10755,75.84245,Forward
11533,point 11533,17:49:34,23.10755,75.84239,Forward
11534,point 11534,17:50:34,23.10767,75.84099,Forward
11535,point 11535,17:51:34,23.10768,75.84068,Forward
11536,point 11536,17:52:34,23.10773,75.83999,Forward
11537,point 11537,17:53:34,23.10779,75.83869,Forward
